id,Crop,Commodity,Province,Region,2010Q1,2010Q2,2010Q3,2010Q4,2011Q1,2011Q2,2011Q3,2011Q4,2012Q1,2012Q2,2012Q3,2012Q4,2013Q1,2013Q2,2013Q3,2013Q4,2014Q1,2014Q2,2014Q3,2014Q4,2015Q1,2015Q2,2015Q3,2015Q4,2016Q1,2016Q2,2016Q3,2016Q4,2017Q1,2017Q2,2017Q3,2017Q4,2018Q1,2018Q2,2018Q3,2018Q4,2019Q1,2019Q2,2019Q3,2019Q4,2020Q1,2020Q2,2020Q3,2020Q4,2021Q1,2021Q2,2021Q3,2021Q4,2022Q1,2022Q2,2022Q3,2022Q4
5444,Karamay,Fruit Crops,Apayao,CORDILLERA ADMINISTRATIVE REGION (CAR),0.1,0.25,0,0,0,0.2,0,0,0,0.15,0,0,0,0.18,0,0,0,0.19,0,0,0,0.17,0,0,0,0.2,0,0,0,0.21,0,0,0,0.22,0,0,0,0.25,0,0,0,0.26,0,0,0,0.2,0,0,0,0.08,0,0
5445,Karamay,Fruit Crops,Cagayan,REGION II (CAGAYAN VALLEY),1.12,1.06,0.15,0,1.02,1.02,0.18,0,1,1.07,0.16,0,1.07,1.2,0.19,0,1.15,1.31,0.24,0,1.18,1.4,0.27,0,1.1,1.5,0.25,0,0.56,0.52,0.15,0,0.84,1.22,0.18,0,0.46,1.1,0.16,0,0.62,1.16,0.2,0,0.54,1.35,0.25,0,0.61,1.56,0.39,0
5446,Karamay,Fruit Crops,Capiz,REGION VI (WESTERN VISAYAS),0.2,0.34,1.58,0.4,0.26,0.44,1.61,0.14,0.33,0.55,1.46,0.12,0.42,0.72,1.48,0.11,0.17,0.43,1,0.08,0.19,0.47,0.97,0.07,0.18,0.46,0.85,0.06,0.17,0.35,0.68,0.1,0.15,0.29,0.64,0.08,0.13,0.26,0.59,0.07,0.12,0.25,0.58,0.07,0.11,0.24,0.53,0.06,0.09,0.2,0.48,0.04
5447,Karamay,Fruit Crops,Cotabato,REGION XII (SOCCSKSARGEN),0.08,0.4,0.38,1.5,0.08,0.4,0.35,1.5,0.08,0.03,0.32,1.6,0.08,0.05,0.35,1.65,0.08,0.05,0.3,1.5,0.1,0.06,0.35,1.6,0.1,0.05,0.3,1.65,0.12,0.05,0.35,1.71,0.15,0.07,0.37,1.72,0.15,0.04,0.38,1.54,0.12,0.05,0.35,1.5,0.08,0.04,0.32,0.86,0.06,0.04,0.27,0.76
5448,Karamay,Fruit Crops,Guimaras,REGION VI (WESTERN VISAYAS),5,1.5,1.7,2.2,4,1.2,1.5,2,3,1,1,1,2.3,0.85,0.7,0.7,2,0.6,0.4,0.3,0.5,0.5,0.35,0.25,0.2,0.3,0.15,0.2,0.15,0.15,0.1,0.1,0.1,0.1,0.08,0.05,0.05,0.05,0.05,0.03,0.03,0.03,0.03,0.02,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01
5449,Karamay,Fruit Crops,Ilocos Norte,REGION I (ILOCOS REGION),0.75,3.02,3.61,0.06,0.56,3.18,3.72,0.06,0.58,3.26,3.85,0.06,0.58,3.49,3.95,0.06,0.59,3.64,4.11,0.07,0.61,3.61,4.41,0.06,0.63,3.51,4.57,0.06,0.63,3.59,4.63,0.07,0.64,2.81,4.35,0.05,0.66,3.04,3.74,0.05,0.59,1.74,0.32,0.05,0.54,1.66,0.35,0.05,0.54,1.62,0.36,0.05
5450,Karamay,Fruit Crops,Ilocos Sur,REGION I (ILOCOS REGION),0.52,4.65,1.28,0,0.56,4.95,1.29,0,0.57,5.01,1.21,0,0.59,5.13,1.22,0,0.56,5.25,1.19,0,0.57,5.04,1.11,0,0.57,4.65,1.03,0,0.62,4.83,1.04,0,0.66,4.91,0.96,0,0.64,4.61,1,0,0.67,4.37,0.98,0,0.73,4.47,0.8,0,0.92,4.54,0.93,0
5451,Karamay,Fruit Crops,Iloilo,REGION VI (WESTERN VISAYAS),0.2,0.18,0.28,0.23,0.18,0.23,0.25,0.2,0.15,0.25,0.2,0.3,0.3,0.2,0.22,0.28,0.2,0.18,0.2,0.25,0.22,0.15,0.18,0.22,0.2,0.13,0.16,0.2,0.18,0.12,0.14,0.19,0.18,0.1,0.13,0.17,0.16,0.07,0.12,0.15,0.14,0.08,0.11,0.12,0.13,0.06,0.1,0.1,0.12,0.05,0.09,0.09
5452,Karamay,Fruit Crops,Isabela,REGION II (CAGAYAN VALLEY),0,27.98,0,0,0,23.78,0,0,0,19.02,0,0,0,18.45,0,0,3.16,19.25,4.88,1.1,2.45,19.59,5.66,1,3.45,19.6,5.25,0.75,3.38,18.3,4.25,0.7,3.65,19.76,3.8,0.52,3.28,17.85,3.54,0.5,3.2,17.16,2.84,0.25,3.23,15.42,2.15,0.19,3.44,14.94,0.98,0.17
5453,Karamay,Fruit Crops,Kalinga,CORDILLERA ADMINISTRATIVE REGION (CAR),0,0.5,0,0,0,0.55,0,0,0,0.6,0,0,0,0.5,0,0,0,0.75,0,0,0,0.7,0,0,0,0.5,0,0,0,0.1,0,0,0,0.05,0,0,0,0.05,0,0,0,0.7,0,0,0,0.55,0,0,0,0.35,0,0
5454,Karamay,Fruit Crops,La Union,REGION I (ILOCOS REGION),0.3,0.28,0.35,0,0.28,0.27,0.39,0,0.3,0.2,0.36,0,0.35,0.22,0.33,0,0.38,0.19,0.3,0,0.37,0.18,0.3,0,0.35,0.15,0.28,0,0.32,0.15,0.25,0,0.32,0.16,0.23,0,0.33,0.15,0.2,0,0.33,0.16,0.22,0,0.4,0.18,0.2,0,0.48,0.2,0.22,0
5455,Karamay,Fruit Crops,Nueva Vizcaya,REGION II (CAGAYAN VALLEY),8,0,0,0,7.85,0,0,0,6.57,0,0,0,5.05,0,0,0,4.45,0,0,0,4.75,0,0,0,5.05,0,0,0,5.25,0,0,0,5.28,0,0,0,5.31,0,0,0,5.3,0,0,0,5.35,0,0,0,5.76,0,0,0
5456,Karamay,Fruit Crops,Pangasinan,REGION I (ILOCOS REGION),0,0,0,1.25,0,0,0,1.18,0,0,0,1,0,0,0,1,0,0,0,0.98,0,0,0,0.96,0,0,0,0.87,0,0,0,0.85,0,0,0,0.8,0,0,0,0.8,0,0,0,0.8,0,0,0,0.78,0,0,0,0.7
5457,Karamay,Fruit Crops,Quirino,REGION II (CAGAYAN VALLEY),0,1.2,0,0,0,1.5,0,0,0,1,0,0,0,1.25,0,0,0,1.3,0,0,0,1.35,0,0,0,1.2,0,0,0,1.27,0,0,0,1.25,0.05,0,0,1.26,0.05,0,0,1.27,0.06,0,0,1.28,0.07,0,0,1.35,0.07,0
5458,Karamay,Fruit Crops,Sarangani,REGION XII (SOCCSKSARGEN),2,2.1,0.08,0.2,2.2,2.4,0.05,0.4,2.25,2.5,0.03,0.5,2.32,2.3,0.03,0.5,3,2.5,0.08,0.6,2.75,2.4,0.05,0.62,2,2.3,0.05,0.6,2.3,2.35,0.06,0.65,2.1,2.3,0.05,0.6,2,2.2,0.04,0.5,2.2,2.3,0.04,0.07,2.1,2.25,0.05,0.05,2.2,2.3,0.05,0.06
5459,Karamay,Fruit Crops,South Cotabato,REGION XII (SOCCSKSARGEN),0.8,0.26,0,0.9,0.75,0.3,0,0.9,0.68,0.3,0,0.8,0.6,0.25,0,0.75,0.55,0.3,0,0.9,0.5,0.25,0,0.8,0.45,0.2,0,0.75,0.4,0.3,0,0.6,0.35,0.35,0,0.7,0.4,0.4,0,0.8,0.4,0.4,0,0.85,0.45,0.45,0,0.9,0.46,0.5,0,1
5460,Karamay,Fruit Crops,Tarlac,REGION III (CENTRAL LUZON),0,1,0,0,0,1.25,0,0,0,1.15,0,0,0,1.75,0,0,0,1.55,0,0,0,1.61,0,0,0,1.59,0,0,0,1.5,0,0,0,2.03,0,0,0,2.28,0.32,0,0,2.25,0.35,0,0,2.15,0.7,0,0,5.73,0.65,0
5461,Katuray,Vegetables and Root Crops,Abra,CORDILLERA ADMINISTRATIVE REGION (CAR),0.04,0,0,0,0.03,0,0,0,0.04,0,0,0,0.03,0,0,0,0.05,0,0,0,0.06,0,0,0,0.09,0,0,0,0.1,0,0,0,0.07,0,0,0,0.06,0,0,0,0.07,0,0,0,0.06,0,0,0,0.08,0,0,0
5462,Katuray,Vegetables and Root Crops,Aklan,REGION VI (WESTERN VISAYAS),4.57,3.72,4.2,3.78,4.6,3.34,4.39,3.45,4.5,2.5,4.6,2.4,4.1,2.37,4.5,1.87,2.3,2.21,4.1,2.05,0,2,3.75,1.88,0,1.84,3.1,1.74,0,1.8,3,1.7,0,1.76,2.97,1.67,0,1.67,2.88,1.63,0,1.63,2.5,1.6,0,1.58,2.46,1.58,0,1.5,2.02,1.53
5463,Katuray,Vegetables and Root Crops,Antique,REGION VI (WESTERN VISAYAS),0.22,0,0,0,0.21,0,0,0,0.2,0,0,0,0.19,0,0,0,0.16,0,0,0,0.14,0,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0.1,0,0,0,0.08,0,0,0,0.09,0,0,0
5464,Katuray,Vegetables and Root Crops,Bulacan,REGION III (CENTRAL LUZON),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05,0,0,0,0.1,0,0,0,0.15,0,0,0,0.08,0,0,0,0.08,0,0,0,0.09,0,0,0
5465,Katuray,Vegetables and Root Crops,Cagayan,REGION II (CAGAYAN VALLEY),1.95,1,0.8,2,1.79,1.2,0.87,1.9,1.65,1.26,0.8,2.04,1.7,1.55,0.88,2.24,1.88,1.75,0.95,3,1.93,1.84,0.99,3.75,2.5,1.9,1.52,2.48,1.2,0.86,1.5,2.85,2.2,0.92,1.45,2.22,1.98,0.85,1.32,2.33,2.09,1.13,1.44,2.46,1.88,1.5,2.88,3.61,2.66,1.95,2.74,4.36
5466,Katuray,Vegetables and Root Crops,Cotabato,REGION XII (SOCCSKSARGEN),0.9,0.53,0.5,0.86,0.91,0.55,0.5,0.86,0.93,0.56,0.6,0.89,0.95,0.56,0.45,0.9,0.96,0.57,0.5,0.65,0.94,0.45,0.6,0.5,0.5,0.25,0.5,0.7,0.45,0.45,0.48,0.67,0.44,0.42,0.46,0.66,0.42,0.41,0.45,0.62,0.41,0.4,0.44,0.61,0.4,0.39,0.42,0.6,0.38,0.36,0.4,0.58
5467,Katuray,Vegetables and Root Crops,Ilocos Norte,REGION I (ILOCOS REGION),2.12,0.89,1.97,3.7,2.23,0.93,2.06,3.82,2.3,0.94,2.14,4,2.36,0.98,2.37,4.05,2.48,1.01,2.62,4.2,2.76,1.31,2.81,4.66,3.01,1.38,2.96,4.69,3.09,1.44,3.05,4.87,3.24,1.5,3.1,4.72,3.33,1.57,3.11,4.84,3.67,1.59,3.1,4.86,3.48,1.47,3.37,5.11,3.24,1.5,3.34,5.31
5468,Katuray,Vegetables and Root Crops,Ilocos Sur,REGION I (ILOCOS REGION),7.23,3.07,0,1.95,7.69,3.32,0,2.23,7.89,3.5,0,2.36,8.04,3.36,0,2.68,8.35,3.43,0,2.77,8.86,3.51,0,2.84,8.82,3.72,0,2.45,10.13,3.83,0,2.71,10.37,4.01,0,2.75,10.65,4.23,0,2.85,11.62,4.6,0,3,10.55,4.14,0,2.74,12.63,4.37,0,3.34
5469,Katuray,Vegetables and Root Crops,Iloilo,REGION VI (WESTERN VISAYAS),0.35,0.35,0.5,0.58,0.3,0.7,0.55,0.6,0.25,0.65,0.6,0.75,0.3,0.75,0.5,0.8,0.28,0.7,0.35,1,0.26,0.5,0.25,0.98,0.24,0.45,0.23,0.96,0.23,0.38,0.21,0.92,0.22,0.33,0.2,0.8,0.2,0.28,0.18,0.75,0.17,0.25,0.17,0.5,0.15,0.23,0.15,0.48,0.1,0.21,0.14,0.45
5470,Katuray,Vegetables and Root Crops,Isabela,REGION II (CAGAYAN VALLEY),2.12,0.28,2.85,0.77,2.33,0.28,2.56,0.57,2.55,0.31,2.86,0.58,2.6,0.32,2.14,1.61,2.12,1.3,2.24,2.65,2.2,1.35,2.1,2.45,2.25,1.24,1.98,1.45,1.91,1.1,1.65,2.05,1.87,1.12,1.45,1.15,1.65,1.05,1.48,1.2,1.7,0.91,1.4,1.5,1.64,0.74,1.1,1.35,1.35,0.61,1.06,1.04
5471,Katuray,Vegetables and Root Crops,La Union,REGION I (ILOCOS REGION),3.2,1.05,0.28,2.13,3,1.01,0.26,2.25,2.98,1,0.2,2.4,2.35,1.03,0.24,4.56,4.25,2.75,0.6,7.25,6.25,3.5,0.67,7.8,6.51,6.51,0.78,8,6.72,6.71,0.92,8.75,6.78,7.5,0.85,8,7.8,7.62,0.86,8.67,7.84,7.9,0.94,9.11,8.33,8.04,0.75,9.65,8.86,8.52,0.86,10.07
5472,Katuray,Vegetables and Root Crops,Maguindanao,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),4,0,0,0,4.1,0,0,0,4.2,0,0,0,4,0,0,0,4.2,0,0,0,4,0,0,0,3.9,0,0,0,3.8,0,0,0,3.82,0,0,0,3.82,0,0,0,3.85,0,0,0,3.9,0,0,0,3.8,0,0,0
5473,Katuray,Vegetables and Root Crops,Nueva Ecija,REGION III (CENTRAL LUZON),0.11,1.03,6.5,3.23,0.12,1.05,6.3,3.22,0.13,1.06,6.15,3.2,0.12,1.05,6.1,3.2,0.1,1,6.07,3.1,0.12,1.1,6.5,3,0.13,1.08,6.15,3,14,1.05,6,2.5,12,1,6.2,2.75,10,1,7,3.1,9.43,1,8.8,3,8.19,0.84,8.27,3.8,9.21,1.1,5.77,3.26
5474,Katuray,Vegetables and Root Crops,Nueva Vizcaya,REGION II (CAGAYAN VALLEY),12.25,2.2,0,15,10,2.5,1,8,6.79,2.7,2,8.45,8.45,2.23,0.72,6.25,7.45,1.75,0.51,10.66,8.23,1.21,0.53,11.25,7.9,1,0.85,9.8,7.94,1,0.99,11,7.98,1,1.06,10.6,8,1.05,1.08,10.5,7.99,1.06,1.1,10.2,7,0.89,0.98,11.48,9.33,1.04,1.04,10.84
5475,Katuray,Vegetables and Root Crops,Pampanga,REGION III (CENTRAL LUZON),0,0,1,1.5,0,0,0.75,1.75,0,0,1,1.75,0,0,0.8,1.2,0,0,0.8,1,0,0,0.7,1,0,0,0.65,1.05,0,0,0.6,1,0,0,0.55,1,0,0,0.57,1,0,0,0.54,1,0,0,0.55,1,0,0,0.52,0.98
5476,Katuray,Vegetables and Root Crops,Pangasinan,REGION I (ILOCOS REGION),16.41,6,4.2,8.12,17.31,6.12,4.48,6.87,17.88,6.23,4.5,7,15.22,5.11,4.69,7.21,15.6,5.05,4.51,7.48,15,4.9,4.25,7.3,14,4.5,4.3,7.2,14.25,4.7,4.5,7.22,14.3,4.8,4,7.3,14.55,4.85,4.2,7.12,15,4.7,4.2,7.12,15.2,4.75,4,7.15,12.26,4.6,3.6,7
5477,Katuray,Vegetables and Root Crops,Quirino,REGION II (CAGAYAN VALLEY),0.36,0.35,0.6,0.54,0.4,0.4,0.5,0.5,0.38,0.37,0.6,0.65,0.39,0.4,0.62,0.5,0.4,0.45,0.6,0.53,0.53,0.46,0.58,0.5,0.5,0.38,0.72,0.51,0.42,0.42,0.7,0.48,0.4,0.39,0.66,0.46,0.5,0.38,0.85,0.45,0.61,0.35,1.03,0.44,0.41,0.24,0.87,0.44,0.46,0.31,0.91,0.45
5478,Katuray,Vegetables and Root Crops,Sarangani,REGION XII (SOCCSKSARGEN),2,5,6,2.5,3,5.1,6.3,2.5,2.5,5.15,6.4,2.4,2.45,5.13,6.4,2.47,2.35,5,6.41,1,2.2,5,6,0.65,0.54,0.5,6,0.75,0.56,0.6,7,0.8,0.57,0.7,7.3,0.83,0.55,0.68,7.31,0.85,0.55,0.65,7.5,0.85,0.58,0.66,7.75,0.8,0.58,0.66,7.85,0.81
5479,Katuray,Vegetables and Root Crops,South Cotabato,REGION XII (SOCCSKSARGEN),0.16,0.16,0.3,0.33,0.22,0.2,0.37,0.4,0.26,0.15,0.29,0.2,0.24,0.23,0.18,0.15,0.18,0.18,0.1,0.1,0,0,0.14,0.18,0,0,0.1,0.1,0,0,0.12,0.3,0,0,0.13,0.22,0,0,0.17,0.2,0,0,0.15,0.15,0,0,0.18,0.18,0,0,0.25,0.2
5480,Katuray,Vegetables and Root Crops,Sultan Kudarat,REGION XII (SOCCSKSARGEN),0.05,0.02,0.02,0.02,0.05,0.02,0.02,0.2,0.05,0.02,0.01,0.18,0.04,0.02,0.01,0.13,0.04,0.01,0.01,0.1,0.04,0.01,0,0.05,0.04,0.01,0,0.04,0.01,0.01,0,0.02,0.01,0.01,0,0.02,0.01,0.01,0,0.01,0.01,0.01,0,0.02,0.01,0.01,0,0.02,0.01,0.01,0,0.02
5481,Katuray,Vegetables and Root Crops,Tarlac,REGION III (CENTRAL LUZON),0.56,0.78,0,0,0.61,0.65,0,0,0.34,0.6,0,0,0.35,0.62,0,0,0.26,0.54,0,0,0.23,0.48,0,0,0.28,0.45,0,0,0.3,0.43,0,0,0.35,0.53,0,0,0.25,0.55,0,0,0.25,0.6,0,0,0.5,0.75,0,0,0.63,0.6,0,0
5482,Katuray,Vegetables and Root Crops,Zamboanga del Norte,REGION IX (ZAMBOANGA PENINSULA),0.21,0.17,0.27,0.27,0.2,0.16,0.29,0.26,0.21,0.15,0.28,0.25,0.19,0.14,0.25,0.23,0.17,0.15,0.24,0.21,0.16,0.11,0.22,0.19,0.11,0.05,0.18,0.15,0.09,0.02,0.15,0.12,0.08,0.02,0,0.05,0.05,0.01,0,0.05,0.02,0.01,0,0.02,0.01,0.01,0,0.01,0.02,0.01,0,0
5483,Kentucky Beans,Vegetables and Root Crops,Albay,REGION V (BICOL REGION),2.89,2.88,3.35,3.13,2.94,3,3.45,3.06,2.99,3.06,3.28,2.99,3.04,3.21,3.61,2.9,3.19,3.31,1.08,2.67,3.03,3.41,1.12,2.89,2.88,3.58,1.18,2.98,2.71,3.76,1.22,3.07,2.44,3.65,1.24,2.97,2.14,3.46,1.22,2,2.11,3.4,1.23,1.91,2.02,3.23,1.19,0,1.5,3,0,0
5484,Kentucky Beans,Vegetables and Root Crops,Cagayan,REGION II (CAGAYAN VALLEY),26.25,0.5,0.33,0.1,25.37,0.6,0.31,0.09,24.62,0.57,0.32,0.1,23.84,0.6,0.33,0.13,21.74,0.68,0.35,0.15,22.05,0.69,0.36,0.16,20.4,0.75,0.37,0.13,21.2,0.62,0.36,0.14,21.88,0.6,0.35,0.12,20.55,0.6,0.32,0.1,21.21,0.58,0.46,0.12,20.88,0.4,0.77,0.13,21.7,0.43,0.83,0.1
5485,Kentucky Beans,Vegetables and Root Crops,Capiz,REGION VI (WESTERN VISAYAS),1.19,2.41,34.17,4.83,2.28,2.04,29.9,4.25,2.37,2.13,33.38,6.52,2.51,2.29,34.28,6.3,2.36,2.14,3.1,6.8,3.14,2.86,2.67,5.83,3.06,2.79,2.4,5.1,2.75,2.35,2.28,4.29,2.8,2.4,2.18,3.77,2.99,2.62,2.12,3.66,2.9,2.54,2.01,3.27,3.1,2.76,2.04,3.32,2.92,2.6,1.97,3.23
5486,Kentucky Beans,Vegetables and Root Crops,Catanduanes,REGION V (BICOL REGION),0.86,1.6,1.34,0.95,0.87,1.55,1.29,0.98,0.86,1.58,1.27,0.97,0.87,1.6,1.28,0.99,0.88,1.5,1.2,0.97,0.86,1.6,1.18,0.95,0.86,1.4,1.15,0.91,0.81,1.4,0,0.91,0.89,1.47,0,0.88,0.83,1.39,0.98,0.82,0.66,1.31,0.71,0.62,0,0,0,0.01,0,0,0,0.01
5487,Kentucky Beans,Vegetables and Root Crops,City of Davao,REGION XI (DAVAO REGION),2.3,2.3,3.2,3.18,2.28,2.28,2.75,3.3,1.95,1.98,2.78,3.21,1.85,2,2.76,3.26,1.9,2.2,2.8,3.25,1.94,2.16,2.82,3.22,1.95,2.1,2.9,3.1,1.9,2.18,2.95,3.2,1.98,2.26,2.98,3.15,1.92,2.3,2.9,3.18,1.92,2.3,2.9,3.18,1.94,2.23,2.92,3.17,1.94,2.3,2.96,3.17
5488,Kentucky Beans,Vegetables and Root Crops,Cotabato,REGION XII (SOCCSKSARGEN),4,7.6,5.1,8.8,4.15,7.7,5,8.8,4.16,7.8,5,8.8,4.17,7.94,5.8,8.8,4.15,7.9,5.5,7,4.15,5.5,4,6.2,2.5,2,4.1,6.5,1.7,3.7,4.05,6,1.6,3.6,4.03,5.98,1.5,3.5,4.02,5.8,1.4,3.4,4,5.7,1.37,3.3,3.8,5.2,0.69,3.3,3.17,5.1
5489,Kentucky Beans,Vegetables and Root Crops,Davao Occidental,REGION XI (DAVAO REGION),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01,0.01,0.01,0,0.01,0.01,0.01,0,0.01,0.01,0.01
5490,Kentucky Beans,Vegetables and Root Crops,Davao Oriental,REGION XI (DAVAO REGION),1.03,1.53,2.35,1.34,1,1.55,2.41,1.3,1.25,2.2,2.36,1.45,1.48,2.32,2.37,1.38,1.1,1.08,2.55,1.98,1.11,0.75,2.52,1.96,0.98,0.73,2.74,1.98,0.52,0.6,2.8,2.12,0.55,0.55,2.87,2.25,0.65,0,2.85,2.39,0.71,0,2.2,1.85,0.62,0,2,0.92,0.48,0,1.85,0.76
5491,Kentucky Beans,Vegetables and Root Crops,Davao de Oro,REGION XI (DAVAO REGION),0,2.75,3.32,3.75,0,2.73,3.26,3.8,0,2.75,3.87,2.62,0,1.61,3.88,2.11,0,1.74,3.91,2.01,0,2.15,3.85,1.99,0,1.88,3.81,1.84,0,1.9,3.54,1.55,0,1.85,3.55,1.46,0,1.78,3.54,1.43,0,1.75,3.52,1.4,0,1.63,3.53,1.21,0,1.59,3.42,1.12
5492,Kentucky Beans,Vegetables and Root Crops,Davao del Norte,REGION XI (DAVAO REGION),0.95,2.09,2.62,0.39,1.08,2.01,2.51,0.49,1.13,1.88,2.42,0.47,1.11,1.73,2.37,0.45,1.15,0,2.41,0.46,1.12,1.53,2.39,0,1.04,1.45,2.22,0,0.95,1.47,2.1,0,0.93,1.46,2.08,0,0.9,1.45,2.04,0,0.88,1.42,2.02,0,0.91,1.4,2.14,0,0.85,1.26,2.09,0
5493,Kentucky Beans,Vegetables and Root Crops,Davao del Sur,REGION XI (DAVAO REGION),0.89,0.75,1.22,0.76,0.92,0.75,1.2,0.8,0.95,0.76,1.25,0.82,0.95,0.81,1.21,0.91,0.97,0.82,1.24,0.95,0.91,0.48,1.25,0.97,0.89,0.38,1.28,0.95,0.92,0.42,1.38,1,0.93,0.43,1.39,1.06,0.96,0.45,1.41,1.24,1.03,0.47,1.54,1.21,1.05,0.49,1.61,1.19,1.06,0.5,1.6,1.18
5494,Kentucky Beans,Vegetables and Root Crops,Ilocos Norte,REGION I (ILOCOS REGION),2.26,0,0.96,0.74,2.38,0,1.01,0.72,2.37,0,1.05,0.75,2.46,0,1.18,0.78,2.5,0,1.23,0.81,2.55,0,1.24,0.83,2.58,0,1.29,0.83,2.63,0,1.26,0.84,2.81,0,1.21,0.83,2.67,0,1.19,0.87,2.74,0,1.22,0.91,2.72,0,1.28,0.86,2.86,0,1.33,0.89
5495,Kentucky Beans,Vegetables and Root Crops,Ilocos Sur,REGION I (ILOCOS REGION),1.74,0.98,0,1.54,1.81,1.04,0,1.74,1.8,1.13,0,1.87,1.83,1.19,0,1.9,1.86,1.1,0,1.75,1.9,0.9,0,1.82,1.98,0.93,0,1.63,2.11,0.94,0,1.72,2.18,0.92,0,1.57,2.16,0.96,0,1.75,2.49,0.99,0,1.57,2.88,0.81,0,2.5,3.91,0.8,0,3.14
5496,Kentucky Beans,Vegetables and Root Crops,Isabela,REGION II (CAGAYAN VALLEY),0,0,3.86,3.41,0,0,3.55,3.12,0,0,3.9,3.24,0,0,3.43,3.31,0,0,3.12,3.34,0,0,3.05,2.17,0,0,3.01,1.78,0,0,3.08,1.98,0,0,2.96,1.25,0,0,2.24,1.2,0,0,2.02,1.08,0,0,1.1,0.76,0,0,0.88,0.75
5497,Kentucky Beans,Vegetables and Root Crops,Kalinga,CORDILLERA ADMINISTRATIVE REGION (CAR),18,0,7.8,16,20.75,0,7.9,17,20.5,0,7.85,14,19.5,0,6,10,21,0,6,7,20,0,6.25,6.85,19,0,4.5,5,2.75,0,4.25,0.45,2.5,0,4.4,0,2,0,4.7,0,1.5,0,6.18,0,1.45,0,6.11,0,1.69,0,7.38,0
5498,Kentucky Beans,Vegetables and Root Crops,La Union,REGION I (ILOCOS REGION),0.32,0.3,0.3,0.54,0.28,0.27,0.28,0.47,0.25,0.25,0.25,0.45,0.22,0.21,0.2,0.41,0.2,0.12,0.2,0.45,0.17,0.11,0.15,0.4,0.15,0.1,11,0.37,0.17,0.1,0.12,0.35,0.13,0.08,0.1,0.3,0.11,0.05,0.09,0.27,0.1,0.05,0.1,0.24,0.11,0.05,0.11,0.26,0.11,0.05,0.14,0.28
5499,Kentucky Beans,Vegetables and Root Crops,Maguindanao,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1,0,0,0,1.55,0,0,0,1.6,0,0,0,1.2,0,0,0,1.25,0,0,0,1.2,0,0,0,1,0,0,0,1.1,0,0,0,1.16,0,0,0,1.2,0,0,0,1.35,0,0,0,1.4,0,0,0,1.5,0,0,0
5500,Kentucky Beans,Vegetables and Root Crops,Marinduque,MIMAROPA REGION,0,1.59,1.66,1.68,0,1.62,1.69,1.68,0,1.65,1.71,1.73,0,1.67,1.73,1.66,0,1.66,1.7,1.64,0,1.32,1.45,1.44,0,1.45,1.53,0.95,0,1.03,1.51,0.94,0,1.05,1.46,0.95,0,1.05,1.44,0.93,0,1.08,1.37,0.82,0,1.05,1.44,0.8,0,1.01,1.3,0.42
5501,Kentucky Beans,Vegetables and Root Crops,Negros Oriental,REGION VII (CENTRAL VISAYAS),1,0.22,0.1,1,0.85,0.25,0.16,0.86,0.8,0.24,0.15,0.5,0.55,0.2,0.16,0.6,0.5,0.2,0.14,0.58,0.35,0.15,0.1,0.49,0.25,0.12,0.08,0.52,0.22,0.14,0.14,0.45,0.2,0.13,0.15,0.5,0.2,0.11,0.15,0.48,0.23,0.1,0.1,0.41,0.21,0.09,0.12,0.35,0.2,0.05,0.15,0.4
5502,Kentucky Beans,Vegetables and Root Crops,Palawan,MIMAROPA REGION,1.65,0.7,1.15,1.1,2.05,0.81,1.21,1.25,2.12,0.85,1.25,1.3,2.15,0.88,1.33,1.38,2.23,0.93,1.4,1.42,2.31,1.02,1.44,1.49,2.35,0.94,1.47,1.51,2.4,0.99,1.53,1.53,2.45,1.03,1.61,1.59,2.49,0.95,1.78,1.62,2.54,1.04,1.82,1.55,4.3,1.13,1.26,1.2,5.46,0.95,1.81,1.02
5503,Kentucky Beans,Vegetables and Root Crops,Pampanga,REGION III (CENTRAL LUZON),0,0,1,0.75,0,0,0.5,0.6,0,0,0.5,0.7,0,0,0.5,0.5,0,0,0.5,0.6,0,0,0,0.55,0,0,0,0.54,0,0,0,0.5,0,0,0,0.51,0,0,0,0.51,0,0,0,0.51,0,0,0,0.51,0,0,0,0.52
5504,Kentucky Beans,Vegetables and Root Crops,Pangasinan,REGION I (ILOCOS REGION),0.81,0.9,0.38,0.5,0.78,0.85,0.42,0.45,0.7,0.8,0.4,0.4,0.68,0.78,0.41,0.4,0.68,0.78,0.39,0.39,0.7,0.75,0.38,0.35,0.6,0.7,0.35,0.3,0.65,0.6,0.34,0.31,0.6,0.55,0,0,0.7,0.5,0,0,6,0.45,0,0,0.6,0.48,0,0,0.5,0.5,0,0
